content,score,label,clean_text
pembayaran gopay sering gagal saat checkout,2,negatif,bayar gopay sering gagal checkout
aplikasi gojek sangat membantu dan cepat ya,5,positif,aplikasi gojek sangat bantu cepat
terima kasih gojek sangat membantu mobilitas saya deh,4,positif,terima kasih gojek sangat bantu mobilitas deh
aplikasi bagus tidak pernah error sih,4,positif,aplikasi bagus pernah error sih
pelayanan driver sopan dan profesional,4,positif,layan driver sopan profesional
terima kasih gojek sangat membantu mobilitas saya deh,5,positif,terima kasih gojek sangat bantu mobilitas deh
aplikasi sering error dan force close ya,1,negatif,aplikasi sering error force close
terima kasih gojek sangat membantu mobilitas saya ya,4,positif,terima kasih gojek sangat bantu mobilitas ya
biasa saja tidak buruk tidak juga bagus ya,3,netral,biasa buruk tidak juga bagus
lumayan untuk dipakai sehari hari ya,3,netral,lumayan pakai hari hari
aplikasi bagus tidak pernah error deh,4,positif,aplikasi bagus pernah error deh
aplikasi sering error dan force close nih,1,negatif,aplikasi sering error force close nih
"driver ramah dan tepat waktu, mantap",5,positif,driver ramah tepat waktu mantap
aplikasi bagus tidak pernah error banget,5,positif,aplikasi bagus pernah error banget
lumayan untuk dipakai sehari hari deh,3,netral,lumayan pakai hari hari deh
tampilan aplikasi membingungkan setelah update ya,2,negatif,tampil aplikasi bingung update
aplikasi gojek sangat membantu dan cepat sih,4,positif,aplikasi gojek sangat bantu cepat sih
biasa saja tidak buruk tidak juga bagus sih,3,netral,biasa buruk tidak juga bagus sih
"driver ramah dan tepat waktu, mantap sih",4,positif,driver ramah tepat waktu mantap sih
fiturnya standar sama seperti aplikasi lain ya,3,netral,fiturnya standar sama aplikasi ya
sangat recommended aplikasi ojek online terbaik ya,4,positif,sangat recommended aplikasi ojek online baik
cukup membantu meski masih ada kekurangan sih,3,netral,cukup bantu meski ada kurang sih
fiturnya standar sama seperti aplikasi lain deh,3,netral,fiturnya standar sama aplikasi deh
perlu banyak perbaikan tapi masih bisa dipakai banget,3,netral,perlu banyak baik masih pakai banget
sangat recommended aplikasi ojek online terbaik nih,4,positif,sangat recommended aplikasi ojek online baik nih
lumayan untuk dipakai sehari hari banget,3,netral,lumayan pakai hari hari banget
pelayanan driver sopan dan profesional,4,positif,layan driver sopan profesional
aplikasi biasa saja tidak ada yang istimewa deh,3,netral,aplikasi biasa tidak yang istimewa deh
aplikasi lemot dan sering nge-lag ya,2,negatif,aplikasi lot sering nge lag
aplikasi oke tapi harga kadang mahal banget,3,netral,aplikasi oke harga kadang mahal banget
fitur gopay memudahkan transaksi sehari hari banget,4,positif,fitur gopay mudah transaksi hari hari banget
tampilan aplikasi membingungkan setelah update deh,2,negatif,tampil aplikasi bingung update deh
cukup membantu meski masih ada kekurangan,3,netral,cukup bantu meski ada kurang
aplikasi gojek sangat membantu dan cepat ya,5,positif,aplikasi gojek sangat bantu cepat
terima kasih gojek sangat membantu mobilitas saya banget,5,positif,terima kasih gojek sangat bantu mobilitas banget
sangat recommended aplikasi ojek online terbaik ya,5,positif,sangat recommended aplikasi ojek online baik
customer service lambat merespon keluhan sih,1,negatif,customer service lambat merespon keluh sih
biasa saja tidak buruk tidak juga bagus sih,3,netral,biasa buruk tidak juga bagus sih
aplikasi sering error dan force close banget,2,negatif,aplikasi sering error force close banget
terima kasih gojek sangat membantu mobilitas saya banget,5,positif,terima kasih gojek sangat bantu mobilitas banget
aplikasi oke tapi harga kadang mahal sih,3,netral,aplikasi oke harga kadang mahal sih
driver membatalkan pesanan seenaknya sangat kecewa nih,1,negatif,driver batal pesan enak sangat kecewa nih
kadang puas kadang kecewa tergantung driver nih,3,netral,kadang puas kadang kecewa gantung driver nih
susah dapat driver padahal jam sibuk banget,2,negatif,susah driver padahal jam sibuk banget
lumayan untuk dipakai sehari hari,3,netral,lumayan pakai hari hari
aplikasi biasa saja tidak ada yang istimewa ya,3,netral,aplikasi biasa tidak yang istimewa
aplikasi sering error dan force close,1,negatif,aplikasi sering error force close
aplikasi oke tapi harga kadang mahal nih,3,netral,aplikasi oke harga kadang mahal nih
pembayaran gopay sering gagal saat checkout deh,2,negatif,bayar gopay sering gagal checkout deh
pembayaran gopay sering gagal saat checkout ya,2,negatif,bayar gopay sering gagal checkout
so so masih perlu banyak improvement nih,3,netral,so so perlu banyak improvement nih
fitur gopay memudahkan transaksi sehari hari ya,4,positif,fitur gopay mudah transaksi hari hari
sangat recommended aplikasi ojek online terbaik sih,4,positif,sangat recommended aplikasi ojek online baik sih
so so masih perlu banyak improvement ya,3,netral,so so perlu banyak improvement
promo dan diskon nya banyak sangat menguntungkan ya,4,positif,promo diskon nya banyak sangat untung
pelayanan driver sopan dan profesional nih,4,positif,layan driver sopan profesional nih
aplikasi bagus tidak pernah error deh,5,positif,aplikasi bagus pernah error deh
fitur gopay memudahkan transaksi sehari hari nih,4,positif,fitur gopay mudah transaksi hari hari nih
lumayan untuk dipakai sehari hari ya,3,netral,lumayan pakai hari hari
puas dengan layanan gofood pengiriman cepat,5,positif,puas layan gofood kirim cepat
aplikasi lemot dan sering nge-lag nih,1,negatif,aplikasi lot sering nge lag nih
update terbaru semakin lancar dan responsif banget,4,positif,update baru makin lancar responsif banget
pelayanan driver sopan dan profesional sih,4,positif,layan driver sopan profesional sih
customer service lambat merespon keluhan sih,1,negatif,customer service lambat merespon keluh sih
tampilan aplikasi membingungkan setelah update sih,1,negatif,tampil aplikasi bingung update sih
aplikasi bagus tidak pernah error deh,4,positif,aplikasi bagus pernah error deh
promo dan diskon nya banyak sangat menguntungkan deh,4,positif,promo diskon nya banyak sangat untung deh
aplikasi biasa saja tidak ada yang istimewa sih,3,netral,aplikasi biasa tidak yang istimewa sih
GPS tidak akurat driver nyasar terus sih,1,negatif,gps akurat driver nyasar terus sih
sangat recommended aplikasi ojek online terbaik deh,4,positif,sangat recommended aplikasi ojek online baik deh
susah dapat driver padahal jam sibuk,1,negatif,susah driver padahal jam sibuk
aplikasi sering error dan force close ya,2,negatif,aplikasi sering error force close
tampilan aplikasi membingungkan setelah update sih,2,negatif,tampil aplikasi bingung update sih
"driver ramah dan tepat waktu, mantap deh",4,positif,driver ramah tepat waktu mantap deh
puas dengan layanan gofood pengiriman cepat ya,4,positif,puas layan gofood kirim cepat
lumayan untuk dipakai sehari hari deh,3,netral,lumayan pakai hari hari deh
kadang lancar kadang error tergantung jaringan deh,3,netral,kadang lancar kadang error gantung jaring deh
so so masih perlu banyak improvement sih,3,netral,so so perlu banyak improvement sih
update terbaru semakin lancar dan responsif sih,5,positif,update baru makin lancar responsif sih
kadang lancar kadang error tergantung jaringan deh,3,netral,kadang lancar kadang error gantung jaring deh
aplikasi gojek sangat membantu dan cepat sih,5,positif,aplikasi gojek sangat bantu cepat sih
fitur gopay memudahkan transaksi sehari hari nih,5,positif,fitur gopay mudah transaksi hari hari nih
so so masih perlu banyak improvement sih,3,netral,so so perlu banyak improvement sih
sangat recommended aplikasi ojek online terbaik deh,5,positif,sangat recommended aplikasi ojek online baik deh
terima kasih gojek sangat membantu mobilitas saya ya,5,positif,terima kasih gojek sangat bantu mobilitas ya
"driver ramah dan tepat waktu, mantap nih",5,positif,driver ramah tepat waktu mantap nih
sangat recommended aplikasi ojek online terbaik ya,5,positif,sangat recommended aplikasi ojek online baik
fitur gopay memudahkan transaksi sehari hari nih,5,positif,fitur gopay mudah transaksi hari hari nih
sangat recommended aplikasi ojek online terbaik,4,positif,sangat recommended aplikasi ojek online baik
perlu banyak perbaikan tapi masih bisa dipakai ya,3,netral,perlu banyak baik masih pakai
promo dan diskon nya banyak sangat menguntungkan banget,4,positif,promo diskon nya banyak sangat untung banget
sangat recommended aplikasi ojek online terbaik nih,4,positif,sangat recommended aplikasi ojek online baik nih
puas dengan layanan gofood pengiriman cepat,4,positif,puas layan gofood kirim cepat
biasa saja tidak buruk tidak juga bagus sih,3,netral,biasa buruk tidak juga bagus sih
update terbaru semakin lancar dan responsif nih,4,positif,update baru makin lancar responsif nih
fitur gopay memudahkan transaksi sehari hari sih,5,positif,fitur gopay mudah transaksi hari hari sih
aplikasi biasa saja tidak ada yang istimewa sih,3,netral,aplikasi biasa tidak yang istimewa sih
aplikasi bagus tidak pernah error deh,4,positif,aplikasi bagus pernah error deh
so so masih perlu banyak improvement,3,netral,so so perlu banyak improvement
"driver ramah dan tepat waktu, mantap",4,positif,driver ramah tepat waktu mantap
sangat recommended aplikasi ojek online terbaik banget,4,positif,sangat recommended aplikasi ojek online baik banget
aplikasi bagus tidak pernah error banget,5,positif,aplikasi bagus pernah error banget
fiturnya standar sama seperti aplikasi lain,3,netral,fiturnya standar sama aplikasi
GPS tidak akurat driver nyasar terus nih,1,negatif,gps akurat driver nyasar terus nih
aplikasi gojek sangat membantu dan cepat banget,5,positif,aplikasi gojek sangat bantu cepat banget
kadang lancar kadang error tergantung jaringan,3,netral,kadang lancar kadang error gantung jaring
GPS tidak akurat driver nyasar terus ya,1,negatif,gps akurat driver nyasar terus
fitur gopay memudahkan transaksi sehari hari deh,4,positif,fitur gopay mudah transaksi hari hari deh
terima kasih gojek sangat membantu mobilitas saya nih,5,positif,terima kasih gojek sangat bantu mobilitas nih
so so masih perlu banyak improvement ya,3,netral,so so perlu banyak improvement
update terbaru semakin lancar dan responsif sih,5,positif,update baru makin lancar responsif sih
aplikasi bagus tidak pernah error,4,positif,aplikasi bagus pernah error
aplikasi lemot dan sering nge-lag,2,negatif,aplikasi lot sering nge lag
kadang puas kadang kecewa tergantung driver sih,3,netral,kadang puas kadang kecewa gantung driver sih
"driver ramah dan tepat waktu, mantap banget",4,positif,driver ramah tepat waktu mantap banget
perlu banyak perbaikan tapi masih bisa dipakai sih,3,netral,perlu banyak baik masih pakai sih
aplikasi bagus tidak pernah error nih,4,positif,aplikasi bagus pernah error nih
aplikasi gojek sangat membantu dan cepat banget,5,positif,aplikasi gojek sangat bantu cepat banget
"driver ramah dan tepat waktu, mantap sih",5,positif,driver ramah tepat waktu mantap sih
sangat kecewa dengan pelayanan akhir akhir ini banget,2,negatif,sangat kecewa layan akhir akhir banget
puas dengan layanan gofood pengiriman cepat sih,5,positif,puas layan gofood kirim cepat sih
so so masih perlu banyak improvement deh,3,netral,so so perlu banyak improvement deh
sangat recommended aplikasi ojek online terbaik ya,5,positif,sangat recommended aplikasi ojek online baik
sangat recommended aplikasi ojek online terbaik deh,4,positif,sangat recommended aplikasi ojek online baik deh
customer service lambat merespon keluhan nih,2,negatif,customer service lambat merespon keluh nih
driver membatalkan pesanan seenaknya sangat kecewa nih,2,negatif,driver batal pesan enak sangat kecewa nih
terima kasih gojek sangat membantu mobilitas saya,5,positif,terima kasih gojek sangat bantu mobilitas
biasa saja tidak buruk tidak juga bagus nih,3,netral,biasa buruk tidak juga bagus nih
fiturnya standar sama seperti aplikasi lain banget,3,netral,fiturnya standar sama aplikasi banget
perlu banyak perbaikan tapi masih bisa dipakai sih,3,netral,perlu banyak baik masih pakai sih
cukup membantu meski masih ada kekurangan sih,3,netral,cukup bantu meski ada kurang sih
pelayanan driver sopan dan profesional,5,positif,layan driver sopan profesional
puas dengan layanan gofood pengiriman cepat,4,positif,puas layan gofood kirim cepat
lumayan untuk dipakai sehari hari deh,3,netral,lumayan pakai hari hari deh
biasa saja tidak buruk tidak juga bagus deh,3,netral,biasa buruk tidak juga bagus deh
driver membatalkan pesanan seenaknya sangat kecewa deh,2,negatif,driver batal pesan enak sangat kecewa deh
aplikasi bagus tidak pernah error,4,positif,aplikasi bagus pernah error
sangat kecewa dengan pelayanan akhir akhir ini banget,2,negatif,sangat kecewa layan akhir akhir banget
kadang lancar kadang error tergantung jaringan,3,netral,kadang lancar kadang error gantung jaring
aplikasi lemot dan sering nge-lag banget,2,negatif,aplikasi lot sering nge lag banget
susah dapat driver padahal jam sibuk deh,1,negatif,susah driver padahal jam sibuk deh
sangat recommended aplikasi ojek online terbaik ya,5,positif,sangat recommended aplikasi ojek online baik
perlu banyak perbaikan tapi masih bisa dipakai banget,3,netral,perlu banyak baik masih pakai banget
aplikasi sering error dan force close ya,2,negatif,aplikasi sering error force close
aplikasi lemot dan sering nge-lag banget,1,negatif,aplikasi lot sering nge lag banget
pelayanan driver sopan dan profesional nih,4,positif,layan driver sopan profesional nih
terima kasih gojek sangat membantu mobilitas saya ya,4,positif,terima kasih gojek sangat bantu mobilitas ya
aplikasi gojek sangat membantu dan cepat sih,4,positif,aplikasi gojek sangat bantu cepat sih
puas dengan layanan gofood pengiriman cepat deh,4,positif,puas layan gofood kirim cepat deh
pelayanan driver sopan dan profesional banget,5,positif,layan driver sopan profesional banget
pelayanan driver sopan dan profesional deh,5,positif,layan driver sopan profesional deh
fitur gopay memudahkan transaksi sehari hari,4,positif,fitur gopay mudah transaksi hari hari
promo dan diskon nya banyak sangat menguntungkan banget,5,positif,promo diskon nya banyak sangat untung banget
perlu banyak perbaikan tapi masih bisa dipakai deh,3,netral,perlu banyak baik masih pakai deh
promo dan diskon nya banyak sangat menguntungkan ya,4,positif,promo diskon nya banyak sangat untung
fitur gopay memudahkan transaksi sehari hari deh,4,positif,fitur gopay mudah transaksi hari hari deh
sangat recommended aplikasi ojek online terbaik nih,5,positif,sangat recommended aplikasi ojek online baik nih
aplikasi bagus tidak pernah error,5,positif,aplikasi bagus pernah error
aplikasi sering error dan force close sih,1,negatif,aplikasi sering error force close sih
pembayaran gopay sering gagal saat checkout banget,2,negatif,bayar gopay sering gagal checkout banget
promo dan diskon nya banyak sangat menguntungkan sih,4,positif,promo diskon nya banyak sangat untung sih
tampilan aplikasi membingungkan setelah update deh,1,negatif,tampil aplikasi bingung update deh
fiturnya standar sama seperti aplikasi lain banget,3,netral,fiturnya standar sama aplikasi banget
kadang lancar kadang error tergantung jaringan,3,netral,kadang lancar kadang error gantung jaring
customer service lambat merespon keluhan sih,2,negatif,customer service lambat merespon keluh sih
customer service lambat merespon keluhan nih,2,negatif,customer service lambat merespon keluh nih
aplikasi lemot dan sering nge-lag nih,1,negatif,aplikasi lot sering nge lag nih
pelayanan driver sopan dan profesional banget,4,positif,layan driver sopan profesional banget
biasa saja tidak buruk tidak juga bagus deh,3,netral,biasa buruk tidak juga bagus deh
aplikasi sering error dan force close sih,1,negatif,aplikasi sering error force close sih
kadang lancar kadang error tergantung jaringan ya,3,netral,kadang lancar kadang error gantung jaring
so so masih perlu banyak improvement ya,3,netral,so so perlu banyak improvement
perlu banyak perbaikan tapi masih bisa dipakai deh,3,netral,perlu banyak baik masih pakai deh
promo dan diskon nya banyak sangat menguntungkan nih,5,positif,promo diskon nya banyak sangat untung nih
aplikasi bagus tidak pernah error sih,5,positif,aplikasi bagus pernah error sih
kadang puas kadang kecewa tergantung driver sih,3,netral,kadang puas kadang kecewa gantung driver sih
kadang puas kadang kecewa tergantung driver ya,3,netral,kadang puas kadang kecewa gantung driver
fitur gopay memudahkan transaksi sehari hari ya,5,positif,fitur gopay mudah transaksi hari hari
susah dapat driver padahal jam sibuk,1,negatif,susah driver padahal jam sibuk
terima kasih gojek sangat membantu mobilitas saya ya,5,positif,terima kasih gojek sangat bantu mobilitas ya
terima kasih gojek sangat membantu mobilitas saya,5,positif,terima kasih gojek sangat bantu mobilitas
customer service lambat merespon keluhan deh,1,negatif,customer service lambat merespon keluh deh
aplikasi lemot dan sering nge-lag sih,1,negatif,aplikasi lot sering nge lag sih
aplikasi gojek sangat membantu dan cepat,5,positif,aplikasi gojek sangat bantu cepat
fitur gopay memudahkan transaksi sehari hari sih,4,positif,fitur gopay mudah transaksi hari hari sih
terima kasih gojek sangat membantu mobilitas saya,4,positif,terima kasih gojek sangat bantu mobilitas
tampilan aplikasi membingungkan setelah update ya,2,negatif,tampil aplikasi bingung update
GPS tidak akurat driver nyasar terus sih,2,negatif,gps akurat driver nyasar terus sih
pembayaran gopay sering gagal saat checkout sih,2,negatif,bayar gopay sering gagal checkout sih
fitur gopay memudahkan transaksi sehari hari deh,5,positif,fitur gopay mudah transaksi hari hari deh
driver membatalkan pesanan seenaknya sangat kecewa,1,negatif,driver batal pesan enak sangat kecewa
aplikasi gojek sangat membantu dan cepat nih,5,positif,aplikasi gojek sangat bantu cepat nih
fitur gopay memudahkan transaksi sehari hari nih,4,positif,fitur gopay mudah transaksi hari hari nih
so so masih perlu banyak improvement sih,3,netral,so so perlu banyak improvement sih
cukup membantu meski masih ada kekurangan deh,3,netral,cukup bantu meski ada kurang deh
lumayan untuk dipakai sehari hari deh,3,netral,lumayan pakai hari hari deh
driver membatalkan pesanan seenaknya sangat kecewa deh,2,negatif,driver batal pesan enak sangat kecewa deh
GPS tidak akurat driver nyasar terus sih,1,negatif,gps akurat driver nyasar terus sih
customer service lambat merespon keluhan deh,2,negatif,customer service lambat merespon keluh deh
aplikasi gojek sangat membantu dan cepat banget,4,positif,aplikasi gojek sangat bantu cepat banget
sangat recommended aplikasi ojek online terbaik deh,5,positif,sangat recommended aplikasi ojek online baik deh
fitur gopay memudahkan transaksi sehari hari nih,5,positif,fitur gopay mudah transaksi hari hari nih
aplikasi lemot dan sering nge-lag,2,negatif,aplikasi lot sering nge lag
aplikasi bagus tidak pernah error nih,5,positif,aplikasi bagus pernah error nih
promo dan diskon nya banyak sangat menguntungkan,5,positif,promo diskon nya banyak sangat untung
sangat recommended aplikasi ojek online terbaik banget,4,positif,sangat recommended aplikasi ojek online baik banget
puas dengan layanan gofood pengiriman cepat ya,5,positif,puas layan gofood kirim cepat
harga tiba tiba naik tanpa alasan jelas deh,1,negatif,harga tiba tiba naik alas jelas deh
aplikasi oke tapi harga kadang mahal,3,netral,aplikasi oke harga kadang mahal
driver membatalkan pesanan seenaknya sangat kecewa,1,negatif,driver batal pesan enak sangat kecewa
kadang lancar kadang error tergantung jaringan ya,3,netral,kadang lancar kadang error gantung jaring
puas dengan layanan gofood pengiriman cepat nih,4,positif,puas layan gofood kirim cepat nih
aplikasi lemot dan sering nge-lag banget,2,negatif,aplikasi lot sering nge lag banget
fitur gopay memudahkan transaksi sehari hari deh,4,positif,fitur gopay mudah transaksi hari hari deh
driver membatalkan pesanan seenaknya sangat kecewa deh,1,negatif,driver batal pesan enak sangat kecewa deh
tampilan aplikasi membingungkan setelah update banget,2,negatif,tampil aplikasi bingung update banget
GPS tidak akurat driver nyasar terus banget,2,negatif,gps akurat driver nyasar terus banget
fiturnya standar sama seperti aplikasi lain deh,3,netral,fiturnya standar sama aplikasi deh
tampilan aplikasi membingungkan setelah update ya,1,negatif,tampil aplikasi bingung update
puas dengan layanan gofood pengiriman cepat deh,5,positif,puas layan gofood kirim cepat deh
"driver ramah dan tepat waktu, mantap nih",4,positif,driver ramah tepat waktu mantap nih
cukup membantu meski masih ada kekurangan banget,3,netral,cukup bantu meski ada kurang banget
aplikasi biasa saja tidak ada yang istimewa nih,3,netral,aplikasi biasa tidak yang istimewa nih
lumayan untuk dipakai sehari hari sih,3,netral,lumayan pakai hari hari sih
aplikasi gojek sangat membantu dan cepat deh,5,positif,aplikasi gojek sangat bantu cepat deh
aplikasi gojek sangat membantu dan cepat nih,4,positif,aplikasi gojek sangat bantu cepat nih
sangat kecewa dengan pelayanan akhir akhir ini sih,1,negatif,sangat kecewa layan akhir akhir sih
pelayanan driver sopan dan profesional sih,4,positif,layan driver sopan profesional sih
harga tiba tiba naik tanpa alasan jelas banget,1,negatif,harga tiba tiba naik alas jelas banget
aplikasi bagus tidak pernah error sih,4,positif,aplikasi bagus pernah error sih
promo dan diskon nya banyak sangat menguntungkan nih,4,positif,promo diskon nya banyak sangat untung nih
customer service lambat merespon keluhan banget,2,negatif,customer service lambat merespon keluh banget
aplikasi gojek sangat membantu dan cepat banget,5,positif,aplikasi gojek sangat bantu cepat banget
aplikasi biasa saja tidak ada yang istimewa ya,3,netral,aplikasi biasa tidak yang istimewa
so so masih perlu banyak improvement ya,3,netral,so so perlu banyak improvement
perlu banyak perbaikan tapi masih bisa dipakai sih,3,netral,perlu banyak baik masih pakai sih
aplikasi lemot dan sering nge-lag banget,2,negatif,aplikasi lot sering nge lag banget
aplikasi bagus tidak pernah error ya,4,positif,aplikasi bagus pernah error
