content,score,label,clean_text
terima kasih gojek sangat membantu mobilitas saya deh,4,positif,terima kasih gojek sangat bantu mobilitas deh
aplikasi gojek sangat membantu dan cepat ya,4,positif,aplikasi gojek sangat bantu cepat
aplikasi gojek sangat membantu dan cepat banget,4,positif,aplikasi gojek sangat bantu cepat banget
aplikasi biasa saja tidak ada yang istimewa nih,3,netral,aplikasi biasa tidak yang istimewa nih
"driver ramah dan tepat waktu, mantap deh",4,positif,driver ramah tepat waktu mantap deh
fiturnya standar sama seperti aplikasi lain sih,3,netral,fiturnya standar sama aplikasi sih
sangat recommended aplikasi ojek online terbaik,4,positif,sangat recommended aplikasi ojek online baik
terima kasih gojek sangat membantu mobilitas saya sih,4,positif,terima kasih gojek sangat bantu mobilitas sih
aplikasi gojek sangat membantu dan cepat deh,5,positif,aplikasi gojek sangat bantu cepat deh
"driver ramah dan tepat waktu, mantap deh",4,positif,driver ramah tepat waktu mantap deh
pelayanan driver sopan dan profesional ya,4,positif,layan driver sopan profesional
driver membatalkan pesanan seenaknya sangat kecewa deh,1,negatif,driver batal pesan enak sangat kecewa deh
lumayan untuk dipakai sehari hari nih,3,netral,lumayan pakai hari hari nih
aplikasi oke tapi harga kadang mahal ya,3,netral,aplikasi oke harga kadang mahal
aplikasi oke tapi harga kadang mahal banget,3,netral,aplikasi oke harga kadang mahal banget
puas dengan layanan gofood pengiriman cepat,5,positif,puas layan gofood kirim cepat
pembayaran gopay sering gagal saat checkout sih,1,negatif,bayar gopay sering gagal checkout sih
pembayaran gopay sering gagal saat checkout banget,1,negatif,bayar gopay sering gagal checkout banget
perlu banyak perbaikan tapi masih bisa dipakai,3,netral,perlu banyak baik masih pakai
aplikasi oke tapi harga kadang mahal banget,3,netral,aplikasi oke harga kadang mahal banget
update terbaru semakin lancar dan responsif deh,5,positif,update baru makin lancar responsif deh
aplikasi lemot dan sering nge-lag nih,2,negatif,aplikasi lot sering nge lag nih
GPS tidak akurat driver nyasar terus deh,2,negatif,gps akurat driver nyasar terus deh
aplikasi bagus tidak pernah error deh,4,positif,aplikasi bagus pernah error deh
sangat recommended aplikasi ojek online terbaik sih,5,positif,sangat recommended aplikasi ojek online baik sih
aplikasi oke tapi harga kadang mahal,3,netral,aplikasi oke harga kadang mahal
GPS tidak akurat driver nyasar terus deh,1,negatif,gps akurat driver nyasar terus deh
aplikasi gojek sangat membantu dan cepat,4,positif,aplikasi gojek sangat bantu cepat
sangat kecewa dengan pelayanan akhir akhir ini sih,1,negatif,sangat kecewa layan akhir akhir sih
aplikasi oke tapi harga kadang mahal nih,3,netral,aplikasi oke harga kadang mahal nih
update terbaru semakin lancar dan responsif,4,positif,update baru makin lancar responsif
"driver ramah dan tepat waktu, mantap nih",4,positif,driver ramah tepat waktu mantap nih
aplikasi biasa saja tidak ada yang istimewa banget,3,netral,aplikasi biasa tidak yang istimewa banget
aplikasi biasa saja tidak ada yang istimewa banget,3,netral,aplikasi biasa tidak yang istimewa banget
pembayaran gopay sering gagal saat checkout nih,2,negatif,bayar gopay sering gagal checkout nih
so so masih perlu banyak improvement banget,3,netral,so so perlu banyak improvement banget
fitur gopay memudahkan transaksi sehari hari deh,5,positif,fitur gopay mudah transaksi hari hari deh
aplikasi gojek sangat membantu dan cepat sih,4,positif,aplikasi gojek sangat bantu cepat sih
perlu banyak perbaikan tapi masih bisa dipakai,3,netral,perlu banyak baik masih pakai
driver membatalkan pesanan seenaknya sangat kecewa ya,2,negatif,driver batal pesan enak sangat kecewa
promo dan diskon nya banyak sangat menguntungkan deh,5,positif,promo diskon nya banyak sangat untung deh
aplikasi gojek sangat membantu dan cepat banget,5,positif,aplikasi gojek sangat bantu cepat banget
aplikasi bagus tidak pernah error,4,positif,aplikasi bagus pernah error
tampilan aplikasi membingungkan setelah update ya,1,negatif,tampil aplikasi bingung update
aplikasi gojek sangat membantu dan cepat deh,4,positif,aplikasi gojek sangat bantu cepat deh
kadang lancar kadang error tergantung jaringan banget,3,netral,kadang lancar kadang error gantung jaring banget
aplikasi sering error dan force close ya,1,negatif,aplikasi sering error force close
susah dapat driver padahal jam sibuk nih,2,negatif,susah driver padahal jam sibuk nih
kadang puas kadang kecewa tergantung driver deh,3,netral,kadang puas kadang kecewa gantung driver deh
promo dan diskon nya banyak sangat menguntungkan sih,5,positif,promo diskon nya banyak sangat untung sih
"driver ramah dan tepat waktu, mantap ya",5,positif,driver ramah tepat waktu mantap
tampilan aplikasi membingungkan setelah update banget,1,negatif,tampil aplikasi bingung update banget
aplikasi biasa saja tidak ada yang istimewa nih,3,netral,aplikasi biasa tidak yang istimewa nih
update terbaru semakin lancar dan responsif ya,5,positif,update baru makin lancar responsif
aplikasi biasa saja tidak ada yang istimewa nih,3,netral,aplikasi biasa tidak yang istimewa nih
so so masih perlu banyak improvement sih,3,netral,so so perlu banyak improvement sih
fitur gopay memudahkan transaksi sehari hari ya,4,positif,fitur gopay mudah transaksi hari hari
update terbaru semakin lancar dan responsif,4,positif,update baru makin lancar responsif
aplikasi bagus tidak pernah error,4,positif,aplikasi bagus pernah error
aplikasi gojek sangat membantu dan cepat banget,5,positif,aplikasi gojek sangat bantu cepat banget
aplikasi gojek sangat membantu dan cepat,5,positif,aplikasi gojek sangat bantu cepat
kadang lancar kadang error tergantung jaringan deh,3,netral,kadang lancar kadang error gantung jaring deh
fiturnya standar sama seperti aplikasi lain,3,netral,fiturnya standar sama aplikasi
cukup membantu meski masih ada kekurangan ya,3,netral,cukup bantu meski ada kurang
aplikasi gojek sangat membantu dan cepat ya,4,positif,aplikasi gojek sangat bantu cepat
sangat kecewa dengan pelayanan akhir akhir ini banget,1,negatif,sangat kecewa layan akhir akhir banget
kadang lancar kadang error tergantung jaringan,3,netral,kadang lancar kadang error gantung jaring
aplikasi gojek sangat membantu dan cepat,5,positif,aplikasi gojek sangat bantu cepat
aplikasi gojek sangat membantu dan cepat,5,positif,aplikasi gojek sangat bantu cepat
aplikasi oke tapi harga kadang mahal sih,3,netral,aplikasi oke harga kadang mahal sih
puas dengan layanan gofood pengiriman cepat,4,positif,puas layan gofood kirim cepat
fitur gopay memudahkan transaksi sehari hari deh,4,positif,fitur gopay mudah transaksi hari hari deh
aplikasi biasa saja tidak ada yang istimewa deh,3,netral,aplikasi biasa tidak yang istimewa deh
fitur gopay memudahkan transaksi sehari hari sih,5,positif,fitur gopay mudah transaksi hari hari sih
"driver ramah dan tepat waktu, mantap banget",4,positif,driver ramah tepat waktu mantap banget
kadang puas kadang kecewa tergantung driver sih,3,netral,kadang puas kadang kecewa gantung driver sih
terima kasih gojek sangat membantu mobilitas saya banget,5,positif,terima kasih gojek sangat bantu mobilitas banget
pembayaran gopay sering gagal saat checkout nih,2,negatif,bayar gopay sering gagal checkout nih
sangat recommended aplikasi ojek online terbaik,5,positif,sangat recommended aplikasi ojek online baik
driver membatalkan pesanan seenaknya sangat kecewa deh,2,negatif,driver batal pesan enak sangat kecewa deh
promo dan diskon nya banyak sangat menguntungkan,5,positif,promo diskon nya banyak sangat untung
puas dengan layanan gofood pengiriman cepat deh,4,positif,puas layan gofood kirim cepat deh
fiturnya standar sama seperti aplikasi lain banget,3,netral,fiturnya standar sama aplikasi banget
kadang lancar kadang error tergantung jaringan sih,3,netral,kadang lancar kadang error gantung jaring sih
biasa saja tidak buruk tidak juga bagus,3,netral,biasa buruk tidak juga bagus
sangat kecewa dengan pelayanan akhir akhir ini sih,2,negatif,sangat kecewa layan akhir akhir sih
sangat kecewa dengan pelayanan akhir akhir ini deh,2,negatif,sangat kecewa layan akhir akhir deh
susah dapat driver padahal jam sibuk nih,2,negatif,susah driver padahal jam sibuk nih
aplikasi gojek sangat membantu dan cepat nih,4,positif,aplikasi gojek sangat bantu cepat nih
aplikasi bagus tidak pernah error ya,5,positif,aplikasi bagus pernah error
pelayanan driver sopan dan profesional banget,5,positif,layan driver sopan profesional banget
aplikasi biasa saja tidak ada yang istimewa sih,3,netral,aplikasi biasa tidak yang istimewa sih
aplikasi oke tapi harga kadang mahal deh,3,netral,aplikasi oke harga kadang mahal deh
so so masih perlu banyak improvement,3,netral,so so perlu banyak improvement
fiturnya standar sama seperti aplikasi lain nih,3,netral,fiturnya standar sama aplikasi nih
promo dan diskon nya banyak sangat menguntungkan banget,4,positif,promo diskon nya banyak sangat untung banget
aplikasi gojek sangat membantu dan cepat ya,4,positif,aplikasi gojek sangat bantu cepat
cukup membantu meski masih ada kekurangan,3,netral,cukup bantu meski ada kurang
harga tiba tiba naik tanpa alasan jelas deh,2,negatif,harga tiba tiba naik alas jelas deh
lumayan untuk dipakai sehari hari deh,3,netral,lumayan pakai hari hari deh
"driver ramah dan tepat waktu, mantap banget",4,positif,driver ramah tepat waktu mantap banget
fitur gopay memudahkan transaksi sehari hari banget,4,positif,fitur gopay mudah transaksi hari hari banget
puas dengan layanan gofood pengiriman cepat sih,5,positif,puas layan gofood kirim cepat sih
aplikasi bagus tidak pernah error sih,5,positif,aplikasi bagus pernah error sih
susah dapat driver padahal jam sibuk,1,negatif,susah driver padahal jam sibuk
kadang lancar kadang error tergantung jaringan sih,3,netral,kadang lancar kadang error gantung jaring sih
pelayanan driver sopan dan profesional deh,4,positif,layan driver sopan profesional deh
fitur gopay memudahkan transaksi sehari hari,5,positif,fitur gopay mudah transaksi hari hari
aplikasi sering error dan force close,2,negatif,aplikasi sering error force close
aplikasi bagus tidak pernah error deh,4,positif,aplikasi bagus pernah error deh
aplikasi bagus tidak pernah error,4,positif,aplikasi bagus pernah error
so so masih perlu banyak improvement nih,3,netral,so so perlu banyak improvement nih
fiturnya standar sama seperti aplikasi lain,3,netral,fiturnya standar sama aplikasi
cukup membantu meski masih ada kekurangan,3,netral,cukup bantu meski ada kurang
aplikasi oke tapi harga kadang mahal sih,3,netral,aplikasi oke harga kadang mahal sih
harga tiba tiba naik tanpa alasan jelas sih,1,negatif,harga tiba tiba naik alas jelas sih
customer service lambat merespon keluhan,2,negatif,customer service lambat merespon keluh
cukup membantu meski masih ada kekurangan banget,3,netral,cukup bantu meski ada kurang banget
fitur gopay memudahkan transaksi sehari hari sih,4,positif,fitur gopay mudah transaksi hari hari sih
so so masih perlu banyak improvement,3,netral,so so perlu banyak improvement
aplikasi bagus tidak pernah error sih,5,positif,aplikasi bagus pernah error sih
fiturnya standar sama seperti aplikasi lain deh,3,netral,fiturnya standar sama aplikasi deh
terima kasih gojek sangat membantu mobilitas saya ya,5,positif,terima kasih gojek sangat bantu mobilitas ya
"driver ramah dan tepat waktu, mantap deh",4,positif,driver ramah tepat waktu mantap deh
customer service lambat merespon keluhan deh,1,negatif,customer service lambat merespon keluh deh
promo dan diskon nya banyak sangat menguntungkan,4,positif,promo diskon nya banyak sangat untung
fiturnya standar sama seperti aplikasi lain banget,3,netral,fiturnya standar sama aplikasi banget
cukup membantu meski masih ada kekurangan,3,netral,cukup bantu meski ada kurang
pembayaran gopay sering gagal saat checkout nih,2,negatif,bayar gopay sering gagal checkout nih
perlu banyak perbaikan tapi masih bisa dipakai sih,3,netral,perlu banyak baik masih pakai sih
tampilan aplikasi membingungkan setelah update,2,negatif,tampil aplikasi bingung update
fitur gopay memudahkan transaksi sehari hari banget,5,positif,fitur gopay mudah transaksi hari hari banget
harga tiba tiba naik tanpa alasan jelas sih,2,negatif,harga tiba tiba naik alas jelas sih
fitur gopay memudahkan transaksi sehari hari ya,5,positif,fitur gopay mudah transaksi hari hari
"driver ramah dan tepat waktu, mantap banget",5,positif,driver ramah tepat waktu mantap banget
perlu banyak perbaikan tapi masih bisa dipakai deh,3,netral,perlu banyak baik masih pakai deh
aplikasi sering error dan force close,1,negatif,aplikasi sering error force close
biasa saja tidak buruk tidak juga bagus deh,3,netral,biasa buruk tidak juga bagus deh
"driver ramah dan tepat waktu, mantap deh",4,positif,driver ramah tepat waktu mantap deh
"driver ramah dan tepat waktu, mantap deh",5,positif,driver ramah tepat waktu mantap deh
aplikasi gojek sangat membantu dan cepat nih,4,positif,aplikasi gojek sangat bantu cepat nih
lumayan untuk dipakai sehari hari banget,3,netral,lumayan pakai hari hari banget
pelayanan driver sopan dan profesional,5,positif,layan driver sopan profesional
aplikasi sering error dan force close banget,2,negatif,aplikasi sering error force close banget
aplikasi biasa saja tidak ada yang istimewa nih,3,netral,aplikasi biasa tidak yang istimewa nih
aplikasi oke tapi harga kadang mahal banget,3,netral,aplikasi oke harga kadang mahal banget
kadang puas kadang kecewa tergantung driver ya,3,netral,kadang puas kadang kecewa gantung driver
fitur gopay memudahkan transaksi sehari hari deh,5,positif,fitur gopay mudah transaksi hari hari deh
fiturnya standar sama seperti aplikasi lain,3,netral,fiturnya standar sama aplikasi
cukup membantu meski masih ada kekurangan deh,3,netral,cukup bantu meski ada kurang deh
driver membatalkan pesanan seenaknya sangat kecewa ya,1,negatif,driver batal pesan enak sangat kecewa
biasa saja tidak buruk tidak juga bagus banget,3,netral,biasa buruk tidak juga bagus banget
aplikasi oke tapi harga kadang mahal ya,3,netral,aplikasi oke harga kadang mahal
tampilan aplikasi membingungkan setelah update nih,1,negatif,tampil aplikasi bingung update nih
cukup membantu meski masih ada kekurangan deh,3,netral,cukup bantu meski ada kurang deh
aplikasi bagus tidak pernah error,4,positif,aplikasi bagus pernah error
so so masih perlu banyak improvement banget,3,netral,so so perlu banyak improvement banget
fitur gopay memudahkan transaksi sehari hari sih,5,positif,fitur gopay mudah transaksi hari hari sih
kadang puas kadang kecewa tergantung driver nih,3,netral,kadang puas kadang kecewa gantung driver nih
perlu banyak perbaikan tapi masih bisa dipakai banget,3,netral,perlu banyak baik masih pakai banget
cukup membantu meski masih ada kekurangan ya,3,netral,cukup bantu meski ada kurang
aplikasi gojek sangat membantu dan cepat deh,4,positif,aplikasi gojek sangat bantu cepat deh
terima kasih gojek sangat membantu mobilitas saya nih,5,positif,terima kasih gojek sangat bantu mobilitas nih
perlu banyak perbaikan tapi masih bisa dipakai nih,3,netral,perlu banyak baik masih pakai nih
fitur gopay memudahkan transaksi sehari hari,4,positif,fitur gopay mudah transaksi hari hari
driver membatalkan pesanan seenaknya sangat kecewa nih,2,negatif,driver batal pesan enak sangat kecewa nih
susah dapat driver padahal jam sibuk sih,2,negatif,susah driver padahal jam sibuk sih
kadang lancar kadang error tergantung jaringan banget,3,netral,kadang lancar kadang error gantung jaring banget
customer service lambat merespon keluhan ya,1,negatif,customer service lambat merespon keluh
biasa saja tidak buruk tidak juga bagus banget,3,netral,biasa buruk tidak juga bagus banget
fitur gopay memudahkan transaksi sehari hari deh,4,positif,fitur gopay mudah transaksi hari hari deh
puas dengan layanan gofood pengiriman cepat ya,5,positif,puas layan gofood kirim cepat
"driver ramah dan tepat waktu, mantap deh",5,positif,driver ramah tepat waktu mantap deh
pembayaran gopay sering gagal saat checkout deh,1,negatif,bayar gopay sering gagal checkout deh
lumayan untuk dipakai sehari hari ya,3,netral,lumayan pakai hari hari
aplikasi bagus tidak pernah error deh,4,positif,aplikasi bagus pernah error deh
aplikasi oke tapi harga kadang mahal sih,3,netral,aplikasi oke harga kadang mahal sih
cukup membantu meski masih ada kekurangan deh,3,netral,cukup bantu meski ada kurang deh
aplikasi bagus tidak pernah error sih,5,positif,aplikasi bagus pernah error sih
biasa saja tidak buruk tidak juga bagus,3,netral,biasa buruk tidak juga bagus
pelayanan driver sopan dan profesional nih,4,positif,layan driver sopan profesional nih
pembayaran gopay sering gagal saat checkout banget,1,negatif,bayar gopay sering gagal checkout banget
aplikasi biasa saja tidak ada yang istimewa ya,3,netral,aplikasi biasa tidak yang istimewa
aplikasi bagus tidak pernah error sih,5,positif,aplikasi bagus pernah error sih
sangat recommended aplikasi ojek online terbaik,5,positif,sangat recommended aplikasi ojek online baik
aplikasi biasa saja tidak ada yang istimewa nih,3,netral,aplikasi biasa tidak yang istimewa nih
sangat kecewa dengan pelayanan akhir akhir ini nih,2,negatif,sangat kecewa layan akhir akhir nih
tampilan aplikasi membingungkan setelah update ya,1,negatif,tampil aplikasi bingung update
biasa saja tidak buruk tidak juga bagus sih,3,netral,biasa buruk tidak juga bagus sih
kadang lancar kadang error tergantung jaringan,3,netral,kadang lancar kadang error gantung jaring
promo dan diskon nya banyak sangat menguntungkan,5,positif,promo diskon nya banyak sangat untung
aplikasi sering error dan force close deh,2,negatif,aplikasi sering error force close deh
"driver ramah dan tepat waktu, mantap ya",5,positif,driver ramah tepat waktu mantap
aplikasi lemot dan sering nge-lag nih,2,negatif,aplikasi lot sering nge lag nih
fitur gopay memudahkan transaksi sehari hari deh,5,positif,fitur gopay mudah transaksi hari hari deh
perlu banyak perbaikan tapi masih bisa dipakai deh,3,netral,perlu banyak baik masih pakai deh
lumayan untuk dipakai sehari hari deh,3,netral,lumayan pakai hari hari deh
perlu banyak perbaikan tapi masih bisa dipakai ya,3,netral,perlu banyak baik masih pakai
pembayaran gopay sering gagal saat checkout,2,negatif,bayar gopay sering gagal checkout
lumayan untuk dipakai sehari hari deh,3,netral,lumayan pakai hari hari deh
sangat kecewa dengan pelayanan akhir akhir ini ya,1,negatif,sangat kecewa layan akhir akhir ya
aplikasi bagus tidak pernah error deh,5,positif,aplikasi bagus pernah error deh
aplikasi bagus tidak pernah error sih,5,positif,aplikasi bagus pernah error sih
aplikasi biasa saja tidak ada yang istimewa nih,3,netral,aplikasi biasa tidak yang istimewa nih
aplikasi biasa saja tidak ada yang istimewa deh,3,netral,aplikasi biasa tidak yang istimewa deh
aplikasi biasa saja tidak ada yang istimewa,3,netral,aplikasi biasa tidak yang istimewa
kadang puas kadang kecewa tergantung driver sih,3,netral,kadang puas kadang kecewa gantung driver sih
aplikasi gojek sangat membantu dan cepat deh,4,positif,aplikasi gojek sangat bantu cepat deh
sangat kecewa dengan pelayanan akhir akhir ini banget,1,negatif,sangat kecewa layan akhir akhir banget
terima kasih gojek sangat membantu mobilitas saya banget,4,positif,terima kasih gojek sangat bantu mobilitas banget
sangat recommended aplikasi ojek online terbaik banget,5,positif,sangat recommended aplikasi ojek online baik banget
aplikasi gojek sangat membantu dan cepat,4,positif,aplikasi gojek sangat bantu cepat
perlu banyak perbaikan tapi masih bisa dipakai deh,3,netral,perlu banyak baik masih pakai deh
susah dapat driver padahal jam sibuk deh,2,negatif,susah driver padahal jam sibuk deh
terima kasih gojek sangat membantu mobilitas saya sih,5,positif,terima kasih gojek sangat bantu mobilitas sih
kadang lancar kadang error tergantung jaringan sih,3,netral,kadang lancar kadang error gantung jaring sih
promo dan diskon nya banyak sangat menguntungkan ya,4,positif,promo diskon nya banyak sangat untung
susah dapat driver padahal jam sibuk banget,2,negatif,susah driver padahal jam sibuk banget
"driver ramah dan tepat waktu, mantap nih",4,positif,driver ramah tepat waktu mantap nih
promo dan diskon nya banyak sangat menguntungkan nih,5,positif,promo diskon nya banyak sangat untung nih
pembayaran gopay sering gagal saat checkout banget,2,negatif,bayar gopay sering gagal checkout banget
update terbaru semakin lancar dan responsif ya,5,positif,update baru makin lancar responsif
"driver ramah dan tepat waktu, mantap ya",4,positif,driver ramah tepat waktu mantap
update terbaru semakin lancar dan responsif nih,5,positif,update baru makin lancar responsif nih
driver membatalkan pesanan seenaknya sangat kecewa banget,2,negatif,driver batal pesan enak sangat kecewa banget
puas dengan layanan gofood pengiriman cepat banget,5,positif,puas layan gofood kirim cepat banget
customer service lambat merespon keluhan sih,1,negatif,customer service lambat merespon keluh sih
fiturnya standar sama seperti aplikasi lain banget,3,netral,fiturnya standar sama aplikasi banget
aplikasi oke tapi harga kadang mahal sih,3,netral,aplikasi oke harga kadang mahal sih
biasa saja tidak buruk tidak juga bagus,3,netral,biasa buruk tidak juga bagus
fitur gopay memudahkan transaksi sehari hari,5,positif,fitur gopay mudah transaksi hari hari
customer service lambat merespon keluhan nih,2,negatif,customer service lambat merespon keluh nih
driver membatalkan pesanan seenaknya sangat kecewa sih,1,negatif,driver batal pesan enak sangat kecewa sih
lumayan untuk dipakai sehari hari ya,3,netral,lumayan pakai hari hari
lumayan untuk dipakai sehari hari ya,3,netral,lumayan pakai hari hari
cukup membantu meski masih ada kekurangan,3,netral,cukup bantu meski ada kurang
"driver ramah dan tepat waktu, mantap ya",4,positif,driver ramah tepat waktu mantap
so so masih perlu banyak improvement nih,3,netral,so so perlu banyak improvement nih
cukup membantu meski masih ada kekurangan ya,3,netral,cukup bantu meski ada kurang
aplikasi oke tapi harga kadang mahal banget,3,netral,aplikasi oke harga kadang mahal banget
biasa saja tidak buruk tidak juga bagus nih,3,netral,biasa buruk tidak juga bagus nih
aplikasi biasa saja tidak ada yang istimewa nih,3,netral,aplikasi biasa tidak yang istimewa nih
