content,score,label,clean_text
susah dapat driver padahal jam sibuk banget,1,negatif,susah driver padahal jam sibuk banget
aplikasi biasa saja tidak ada yang istimewa,3,netral,aplikasi biasa tidak yang istimewa
cukup membantu meski masih ada kekurangan deh,3,netral,cukup bantu meski ada kurang deh
aplikasi bagus tidak pernah error nih,4,positif,aplikasi bagus pernah error nih
biasa saja tidak buruk tidak juga bagus,3,netral,biasa buruk tidak juga bagus
harga tiba tiba naik tanpa alasan jelas,2,negatif,harga tiba tiba naik alas jelas
fitur gopay memudahkan transaksi sehari hari sih,4,positif,fitur gopay mudah transaksi hari hari sih
aplikasi biasa saja tidak ada yang istimewa banget,3,netral,aplikasi biasa tidak yang istimewa banget
susah dapat driver padahal jam sibuk sih,2,negatif,susah driver padahal jam sibuk sih
GPS tidak akurat driver nyasar terus nih,2,negatif,gps akurat driver nyasar terus nih
fitur gopay memudahkan transaksi sehari hari,4,positif,fitur gopay mudah transaksi hari hari
aplikasi oke tapi harga kadang mahal ya,3,netral,aplikasi oke harga kadang mahal
update terbaru semakin lancar dan responsif sih,4,positif,update baru makin lancar responsif sih
fiturnya standar sama seperti aplikasi lain,3,netral,fiturnya standar sama aplikasi
customer service lambat merespon keluhan ya,2,negatif,customer service lambat merespon keluh
perlu banyak perbaikan tapi masih bisa dipakai banget,3,netral,perlu banyak baik masih pakai banget
update terbaru semakin lancar dan responsif banget,5,positif,update baru makin lancar responsif banget
perlu banyak perbaikan tapi masih bisa dipakai nih,3,netral,perlu banyak baik masih pakai nih
cukup membantu meski masih ada kekurangan deh,3,netral,cukup bantu meski ada kurang deh
update terbaru semakin lancar dan responsif deh,4,positif,update baru makin lancar responsif deh
lumayan untuk dipakai sehari hari sih,3,netral,lumayan pakai hari hari sih
cukup membantu meski masih ada kekurangan nih,3,netral,cukup bantu meski ada kurang nih
fitur gopay memudahkan transaksi sehari hari nih,4,positif,fitur gopay mudah transaksi hari hari nih
perlu banyak perbaikan tapi masih bisa dipakai,3,netral,perlu banyak baik masih pakai
GPS tidak akurat driver nyasar terus sih,2,negatif,gps akurat driver nyasar terus sih
lumayan untuk dipakai sehari hari banget,3,netral,lumayan pakai hari hari banget
kadang puas kadang kecewa tergantung driver deh,3,netral,kadang puas kadang kecewa gantung driver deh
update terbaru semakin lancar dan responsif nih,4,positif,update baru makin lancar responsif nih
sangat recommended aplikasi ojek online terbaik sih,5,positif,sangat recommended aplikasi ojek online baik sih
so so masih perlu banyak improvement deh,3,netral,so so perlu banyak improvement deh
pembayaran gopay sering gagal saat checkout deh,1,negatif,bayar gopay sering gagal checkout deh
aplikasi lemot dan sering nge-lag banget,1,negatif,aplikasi lot sering nge lag banget
"driver ramah dan tepat waktu, mantap banget",5,positif,driver ramah tepat waktu mantap banget
aplikasi gojek sangat membantu dan cepat sih,4,positif,aplikasi gojek sangat bantu cepat sih
promo dan diskon nya banyak sangat menguntungkan nih,5,positif,promo diskon nya banyak sangat untung nih
puas dengan layanan gofood pengiriman cepat deh,5,positif,puas layan gofood kirim cepat deh
lumayan untuk dipakai sehari hari deh,3,netral,lumayan pakai hari hari deh
kadang puas kadang kecewa tergantung driver banget,3,netral,kadang puas kadang kecewa gantung driver banget
harga tiba tiba naik tanpa alasan jelas sih,2,negatif,harga tiba tiba naik alas jelas sih
puas dengan layanan gofood pengiriman cepat sih,5,positif,puas layan gofood kirim cepat sih
tampilan aplikasi membingungkan setelah update ya,1,negatif,tampil aplikasi bingung update
harga tiba tiba naik tanpa alasan jelas ya,2,negatif,harga tiba tiba naik alas jelas
fiturnya standar sama seperti aplikasi lain banget,3,netral,fiturnya standar sama aplikasi banget
perlu banyak perbaikan tapi masih bisa dipakai sih,3,netral,perlu banyak baik masih pakai sih
lumayan untuk dipakai sehari hari sih,3,netral,lumayan pakai hari hari sih
harga tiba tiba naik tanpa alasan jelas nih,2,negatif,harga tiba tiba naik alas jelas nih
so so masih perlu banyak improvement sih,3,netral,so so perlu banyak improvement sih
fiturnya standar sama seperti aplikasi lain deh,3,netral,fiturnya standar sama aplikasi deh
perlu banyak perbaikan tapi masih bisa dipakai banget,3,netral,perlu banyak baik masih pakai banget
sangat kecewa dengan pelayanan akhir akhir ini ya,1,negatif,sangat kecewa layan akhir akhir ya
perlu banyak perbaikan tapi masih bisa dipakai,3,netral,perlu banyak baik masih pakai
customer service lambat merespon keluhan banget,1,negatif,customer service lambat merespon keluh banget
puas dengan layanan gofood pengiriman cepat nih,5,positif,puas layan gofood kirim cepat nih
promo dan diskon nya banyak sangat menguntungkan sih,4,positif,promo diskon nya banyak sangat untung sih
kadang lancar kadang error tergantung jaringan,3,netral,kadang lancar kadang error gantung jaring
"driver ramah dan tepat waktu, mantap",5,positif,driver ramah tepat waktu mantap
sangat kecewa dengan pelayanan akhir akhir ini,1,negatif,sangat kecewa layan akhir akhir
update terbaru semakin lancar dan responsif sih,5,positif,update baru makin lancar responsif sih
GPS tidak akurat driver nyasar terus ya,1,negatif,gps akurat driver nyasar terus
aplikasi bagus tidak pernah error banget,5,positif,aplikasi bagus pernah error banget
perlu banyak perbaikan tapi masih bisa dipakai nih,3,netral,perlu banyak baik masih pakai nih
perlu banyak perbaikan tapi masih bisa dipakai deh,3,netral,perlu banyak baik masih pakai deh
lumayan untuk dipakai sehari hari nih,3,netral,lumayan pakai hari hari nih
kadang lancar kadang error tergantung jaringan,3,netral,kadang lancar kadang error gantung jaring
so so masih perlu banyak improvement deh,3,netral,so so perlu banyak improvement deh
biasa saja tidak buruk tidak juga bagus,3,netral,biasa buruk tidak juga bagus
aplikasi bagus tidak pernah error ya,5,positif,aplikasi bagus pernah error
sangat kecewa dengan pelayanan akhir akhir ini nih,2,negatif,sangat kecewa layan akhir akhir nih
aplikasi gojek sangat membantu dan cepat ya,5,positif,aplikasi gojek sangat bantu cepat
perlu banyak perbaikan tapi masih bisa dipakai,3,netral,perlu banyak baik masih pakai
harga tiba tiba naik tanpa alasan jelas,1,negatif,harga tiba tiba naik alas jelas
biasa saja tidak buruk tidak juga bagus deh,3,netral,biasa buruk tidak juga bagus deh
harga tiba tiba naik tanpa alasan jelas deh,1,negatif,harga tiba tiba naik alas jelas deh
aplikasi sering error dan force close ya,2,negatif,aplikasi sering error force close
so so masih perlu banyak improvement ya,3,netral,so so perlu banyak improvement
update terbaru semakin lancar dan responsif deh,4,positif,update baru makin lancar responsif deh
puas dengan layanan gofood pengiriman cepat ya,5,positif,puas layan gofood kirim cepat
aplikasi oke tapi harga kadang mahal ya,3,netral,aplikasi oke harga kadang mahal
puas dengan layanan gofood pengiriman cepat banget,4,positif,puas layan gofood kirim cepat banget
lumayan untuk dipakai sehari hari banget,3,netral,lumayan pakai hari hari banget
so so masih perlu banyak improvement banget,3,netral,so so perlu banyak improvement banget
pelayanan driver sopan dan profesional banget,4,positif,layan driver sopan profesional banget
pelayanan driver sopan dan profesional ya,5,positif,layan driver sopan profesional
kadang lancar kadang error tergantung jaringan sih,3,netral,kadang lancar kadang error gantung jaring sih
fiturnya standar sama seperti aplikasi lain,3,netral,fiturnya standar sama aplikasi
lumayan untuk dipakai sehari hari deh,3,netral,lumayan pakai hari hari deh
aplikasi sering error dan force close,2,negatif,aplikasi sering error force close
aplikasi biasa saja tidak ada yang istimewa deh,3,netral,aplikasi biasa tidak yang istimewa deh
tampilan aplikasi membingungkan setelah update banget,2,negatif,tampil aplikasi bingung update banget
so so masih perlu banyak improvement deh,3,netral,so so perlu banyak improvement deh
biasa saja tidak buruk tidak juga bagus nih,3,netral,biasa buruk tidak juga bagus nih
fitur gopay memudahkan transaksi sehari hari deh,5,positif,fitur gopay mudah transaksi hari hari deh
perlu banyak perbaikan tapi masih bisa dipakai sih,3,netral,perlu banyak baik masih pakai sih
kadang lancar kadang error tergantung jaringan ya,3,netral,kadang lancar kadang error gantung jaring
pembayaran gopay sering gagal saat checkout nih,2,negatif,bayar gopay sering gagal checkout nih
sangat kecewa dengan pelayanan akhir akhir ini sih,2,negatif,sangat kecewa layan akhir akhir sih
driver membatalkan pesanan seenaknya sangat kecewa sih,2,negatif,driver batal pesan enak sangat kecewa sih
aplikasi gojek sangat membantu dan cepat ya,5,positif,aplikasi gojek sangat bantu cepat
aplikasi bagus tidak pernah error banget,4,positif,aplikasi bagus pernah error banget
perlu banyak perbaikan tapi masih bisa dipakai ya,3,netral,perlu banyak baik masih pakai
puas dengan layanan gofood pengiriman cepat sih,5,positif,puas layan gofood kirim cepat sih
terima kasih gojek sangat membantu mobilitas saya ya,5,positif,terima kasih gojek sangat bantu mobilitas ya
"driver ramah dan tepat waktu, mantap banget",5,positif,driver ramah tepat waktu mantap banget
so so masih perlu banyak improvement ya,3,netral,so so perlu banyak improvement
sangat recommended aplikasi ojek online terbaik deh,5,positif,sangat recommended aplikasi ojek online baik deh
sangat kecewa dengan pelayanan akhir akhir ini ya,2,negatif,sangat kecewa layan akhir akhir ya
perlu banyak perbaikan tapi masih bisa dipakai deh,3,netral,perlu banyak baik masih pakai deh
promo dan diskon nya banyak sangat menguntungkan banget,5,positif,promo diskon nya banyak sangat untung banget
puas dengan layanan gofood pengiriman cepat banget,5,positif,puas layan gofood kirim cepat banget
tampilan aplikasi membingungkan setelah update nih,1,negatif,tampil aplikasi bingung update nih
biasa saja tidak buruk tidak juga bagus deh,3,netral,biasa buruk tidak juga bagus deh
puas dengan layanan gofood pengiriman cepat ya,5,positif,puas layan gofood kirim cepat
tampilan aplikasi membingungkan setelah update ya,1,negatif,tampil aplikasi bingung update
customer service lambat merespon keluhan sih,2,negatif,customer service lambat merespon keluh sih
puas dengan layanan gofood pengiriman cepat sih,5,positif,puas layan gofood kirim cepat sih
update terbaru semakin lancar dan responsif deh,4,positif,update baru makin lancar responsif deh
GPS tidak akurat driver nyasar terus sih,2,negatif,gps akurat driver nyasar terus sih
aplikasi oke tapi harga kadang mahal deh,3,netral,aplikasi oke harga kadang mahal deh
sangat recommended aplikasi ojek online terbaik,5,positif,sangat recommended aplikasi ojek online baik
so so masih perlu banyak improvement deh,3,netral,so so perlu banyak improvement deh
sangat kecewa dengan pelayanan akhir akhir ini sih,1,negatif,sangat kecewa layan akhir akhir sih
fiturnya standar sama seperti aplikasi lain banget,3,netral,fiturnya standar sama aplikasi banget
terima kasih gojek sangat membantu mobilitas saya nih,4,positif,terima kasih gojek sangat bantu mobilitas nih
cukup membantu meski masih ada kekurangan,3,netral,cukup bantu meski ada kurang
aplikasi bagus tidak pernah error nih,4,positif,aplikasi bagus pernah error nih
promo dan diskon nya banyak sangat menguntungkan sih,5,positif,promo diskon nya banyak sangat untung sih
promo dan diskon nya banyak sangat menguntungkan sih,5,positif,promo diskon nya banyak sangat untung sih
aplikasi sering error dan force close nih,1,negatif,aplikasi sering error force close nih
aplikasi bagus tidak pernah error nih,4,positif,aplikasi bagus pernah error nih
"driver ramah dan tepat waktu, mantap nih",4,positif,driver ramah tepat waktu mantap nih
lumayan untuk dipakai sehari hari sih,3,netral,lumayan pakai hari hari sih
promo dan diskon nya banyak sangat menguntungkan,4,positif,promo diskon nya banyak sangat untung
kadang lancar kadang error tergantung jaringan banget,3,netral,kadang lancar kadang error gantung jaring banget
promo dan diskon nya banyak sangat menguntungkan ya,4,positif,promo diskon nya banyak sangat untung
pelayanan driver sopan dan profesional ya,5,positif,layan driver sopan profesional
aplikasi biasa saja tidak ada yang istimewa sih,3,netral,aplikasi biasa tidak yang istimewa sih
biasa saja tidak buruk tidak juga bagus banget,3,netral,biasa buruk tidak juga bagus banget
aplikasi biasa saja tidak ada yang istimewa nih,3,netral,aplikasi biasa tidak yang istimewa nih
puas dengan layanan gofood pengiriman cepat sih,4,positif,puas layan gofood kirim cepat sih
kadang puas kadang kecewa tergantung driver sih,3,netral,kadang puas kadang kecewa gantung driver sih
fitur gopay memudahkan transaksi sehari hari ya,5,positif,fitur gopay mudah transaksi hari hari
biasa saja tidak buruk tidak juga bagus banget,3,netral,biasa buruk tidak juga bagus banget
driver membatalkan pesanan seenaknya sangat kecewa banget,1,negatif,driver batal pesan enak sangat kecewa banget
susah dapat driver padahal jam sibuk deh,1,negatif,susah driver padahal jam sibuk deh
perlu banyak perbaikan tapi masih bisa dipakai sih,3,netral,perlu banyak baik masih pakai sih
lumayan untuk dipakai sehari hari banget,3,netral,lumayan pakai hari hari banget
biasa saja tidak buruk tidak juga bagus banget,3,netral,biasa buruk tidak juga bagus banget
fitur gopay memudahkan transaksi sehari hari ya,4,positif,fitur gopay mudah transaksi hari hari
fitur gopay memudahkan transaksi sehari hari sih,5,positif,fitur gopay mudah transaksi hari hari sih
aplikasi gojek sangat membantu dan cepat ya,4,positif,aplikasi gojek sangat bantu cepat
pembayaran gopay sering gagal saat checkout deh,2,negatif,bayar gopay sering gagal checkout deh
aplikasi oke tapi harga kadang mahal,3,netral,aplikasi oke harga kadang mahal
sangat kecewa dengan pelayanan akhir akhir ini ya,2,negatif,sangat kecewa layan akhir akhir ya
cukup membantu meski masih ada kekurangan deh,3,netral,cukup bantu meski ada kurang deh
susah dapat driver padahal jam sibuk banget,2,negatif,susah driver padahal jam sibuk banget
lumayan untuk dipakai sehari hari deh,3,netral,lumayan pakai hari hari deh
kadang lancar kadang error tergantung jaringan deh,3,netral,kadang lancar kadang error gantung jaring deh
"driver ramah dan tepat waktu, mantap",5,positif,driver ramah tepat waktu mantap
aplikasi sering error dan force close banget,1,negatif,aplikasi sering error force close banget
aplikasi bagus tidak pernah error nih,5,positif,aplikasi bagus pernah error nih
pelayanan driver sopan dan profesional ya,4,positif,layan driver sopan profesional
so so masih perlu banyak improvement nih,3,netral,so so perlu banyak improvement nih
biasa saja tidak buruk tidak juga bagus deh,3,netral,biasa buruk tidak juga bagus deh
pembayaran gopay sering gagal saat checkout deh,1,negatif,bayar gopay sering gagal checkout deh
terima kasih gojek sangat membantu mobilitas saya ya,5,positif,terima kasih gojek sangat bantu mobilitas ya
aplikasi bagus tidak pernah error ya,4,positif,aplikasi bagus pernah error
aplikasi gojek sangat membantu dan cepat sih,4,positif,aplikasi gojek sangat bantu cepat sih
so so masih perlu banyak improvement deh,3,netral,so so perlu banyak improvement deh
driver membatalkan pesanan seenaknya sangat kecewa ya,2,negatif,driver batal pesan enak sangat kecewa
driver membatalkan pesanan seenaknya sangat kecewa ya,1,negatif,driver batal pesan enak sangat kecewa
pembayaran gopay sering gagal saat checkout,1,negatif,bayar gopay sering gagal checkout
terima kasih gojek sangat membantu mobilitas saya deh,5,positif,terima kasih gojek sangat bantu mobilitas deh
promo dan diskon nya banyak sangat menguntungkan,5,positif,promo diskon nya banyak sangat untung
puas dengan layanan gofood pengiriman cepat deh,4,positif,puas layan gofood kirim cepat deh
tampilan aplikasi membingungkan setelah update banget,1,negatif,tampil aplikasi bingung update banget
aplikasi bagus tidak pernah error,5,positif,aplikasi bagus pernah error
biasa saja tidak buruk tidak juga bagus banget,3,netral,biasa buruk tidak juga bagus banget
terima kasih gojek sangat membantu mobilitas saya nih,5,positif,terima kasih gojek sangat bantu mobilitas nih
puas dengan layanan gofood pengiriman cepat sih,4,positif,puas layan gofood kirim cepat sih
fitur gopay memudahkan transaksi sehari hari,4,positif,fitur gopay mudah transaksi hari hari
GPS tidak akurat driver nyasar terus banget,2,negatif,gps akurat driver nyasar terus banget
aplikasi gojek sangat membantu dan cepat,5,positif,aplikasi gojek sangat bantu cepat
"driver ramah dan tepat waktu, mantap",5,positif,driver ramah tepat waktu mantap
aplikasi bagus tidak pernah error sih,5,positif,aplikasi bagus pernah error sih
biasa saja tidak buruk tidak juga bagus deh,3,netral,biasa buruk tidak juga bagus deh
aplikasi biasa saja tidak ada yang istimewa,3,netral,aplikasi biasa tidak yang istimewa
aplikasi oke tapi harga kadang mahal,3,netral,aplikasi oke harga kadang mahal
lumayan untuk dipakai sehari hari ya,3,netral,lumayan pakai hari hari
aplikasi lemot dan sering nge-lag ya,1,negatif,aplikasi lot sering nge lag
kadang puas kadang kecewa tergantung driver banget,3,netral,kadang puas kadang kecewa gantung driver banget
tampilan aplikasi membingungkan setelah update sih,1,negatif,tampil aplikasi bingung update sih
kadang lancar kadang error tergantung jaringan,3,netral,kadang lancar kadang error gantung jaring
sangat recommended aplikasi ojek online terbaik,5,positif,sangat recommended aplikasi ojek online baik
pembayaran gopay sering gagal saat checkout,1,negatif,bayar gopay sering gagal checkout
aplikasi oke tapi harga kadang mahal,3,netral,aplikasi oke harga kadang mahal
aplikasi lemot dan sering nge-lag ya,1,negatif,aplikasi lot sering nge lag
perlu banyak perbaikan tapi masih bisa dipakai banget,3,netral,perlu banyak baik masih pakai banget
aplikasi bagus tidak pernah error banget,4,positif,aplikasi bagus pernah error banget
so so masih perlu banyak improvement,3,netral,so so perlu banyak improvement
kadang lancar kadang error tergantung jaringan nih,3,netral,kadang lancar kadang error gantung jaring nih
aplikasi lemot dan sering nge-lag nih,2,negatif,aplikasi lot sering nge lag nih
kadang puas kadang kecewa tergantung driver banget,3,netral,kadang puas kadang kecewa gantung driver banget
driver membatalkan pesanan seenaknya sangat kecewa deh,1,negatif,driver batal pesan enak sangat kecewa deh
puas dengan layanan gofood pengiriman cepat,5,positif,puas layan gofood kirim cepat
tampilan aplikasi membingungkan setelah update sih,2,negatif,tampil aplikasi bingung update sih
susah dapat driver padahal jam sibuk deh,1,negatif,susah driver padahal jam sibuk deh
aplikasi oke tapi harga kadang mahal ya,3,netral,aplikasi oke harga kadang mahal
kadang puas kadang kecewa tergantung driver nih,3,netral,kadang puas kadang kecewa gantung driver nih
"driver ramah dan tepat waktu, mantap nih",5,positif,driver ramah tepat waktu mantap nih
pelayanan driver sopan dan profesional nih,5,positif,layan driver sopan profesional nih
sangat recommended aplikasi ojek online terbaik,4,positif,sangat recommended aplikasi ojek online baik
customer service lambat merespon keluhan nih,2,negatif,customer service lambat merespon keluh nih
update terbaru semakin lancar dan responsif ya,4,positif,update baru makin lancar responsif
aplikasi bagus tidak pernah error,5,positif,aplikasi bagus pernah error
aplikasi bagus tidak pernah error ya,4,positif,aplikasi bagus pernah error
terima kasih gojek sangat membantu mobilitas saya sih,4,positif,terima kasih gojek sangat bantu mobilitas sih
lumayan untuk dipakai sehari hari sih,3,netral,lumayan pakai hari hari sih
tampilan aplikasi membingungkan setelah update sih,1,negatif,tampil aplikasi bingung update sih
driver membatalkan pesanan seenaknya sangat kecewa deh,2,negatif,driver batal pesan enak sangat kecewa deh
update terbaru semakin lancar dan responsif banget,4,positif,update baru makin lancar responsif banget
kadang lancar kadang error tergantung jaringan ya,3,netral,kadang lancar kadang error gantung jaring
aplikasi gojek sangat membantu dan cepat banget,5,positif,aplikasi gojek sangat bantu cepat banget
aplikasi oke tapi harga kadang mahal,3,netral,aplikasi oke harga kadang mahal
"driver ramah dan tepat waktu, mantap",4,positif,driver ramah tepat waktu mantap
fiturnya standar sama seperti aplikasi lain sih,3,netral,fiturnya standar sama aplikasi sih
aplikasi biasa saja tidak ada yang istimewa,3,netral,aplikasi biasa tidak yang istimewa
terima kasih gojek sangat membantu mobilitas saya sih,5,positif,terima kasih gojek sangat bantu mobilitas sih
update terbaru semakin lancar dan responsif ya,5,positif,update baru makin lancar responsif
promo dan diskon nya banyak sangat menguntungkan deh,4,positif,promo diskon nya banyak sangat untung deh
sangat kecewa dengan pelayanan akhir akhir ini sih,1,negatif,sangat kecewa layan akhir akhir sih
pelayanan driver sopan dan profesional nih,4,positif,layan driver sopan profesional nih
sangat recommended aplikasi ojek online terbaik banget,5,positif,sangat recommended aplikasi ojek online baik banget
tampilan aplikasi membingungkan setelah update banget,1,negatif,tampil aplikasi bingung update banget
aplikasi bagus tidak pernah error,4,positif,aplikasi bagus pernah error
driver membatalkan pesanan seenaknya sangat kecewa,2,negatif,driver batal pesan enak sangat kecewa
promo dan diskon nya banyak sangat menguntungkan deh,4,positif,promo diskon nya banyak sangat untung deh
perlu banyak perbaikan tapi masih bisa dipakai ya,3,netral,perlu banyak baik masih pakai
aplikasi gojek sangat membantu dan cepat ya,4,positif,aplikasi gojek sangat bantu cepat
"driver ramah dan tepat waktu, mantap",4,positif,driver ramah tepat waktu mantap
puas dengan layanan gofood pengiriman cepat,4,positif,puas layan gofood kirim cepat
kadang lancar kadang error tergantung jaringan nih,3,netral,kadang lancar kadang error gantung jaring nih
aplikasi sering error dan force close ya,1,negatif,aplikasi sering error force close
pelayanan driver sopan dan profesional deh,5,positif,layan driver sopan profesional deh
